Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Home Made Soya Chunks/ Nutrela Sabji With Onion Tomato & Spices, 1 cup",94.0,15.2,0.0,2.0,16.4,0.0,0.0,0.11,1.1,0.06,0.83,10.87,45.5,1.18,146.6,2.2,0.46,309,Dinner,Pakistani,Lunch
"Chicken Biryani, 250 gm",142.4,22.0,0.0,3.2,6.4,0.0,47.2,0.01,0.4,0.09,0.78,0.05,12.9,1.15,29.9,24.9,0.05,10,Dinner,Pakistani,Dinner
"Garlic Naan, 0.33 naan",50.8,8.4,0.0,2.8,1.6,0.0,27.6,0.35,2.2,0.03,0.57,21.09,19.9,1.65,147.5,17.0,1.03,269,Breakfast,Pakistani,Breakfast
"Tesco Garlic & Coriander Naan, 0.8 naan",139.2,22.0,0.0,3.6,3.6,0.0,70.7,0.31,2.7,0.07,0.83,8.87,61.3,1.61,233.8,15.9,0.45,193,Breakfast,Pakistani,Breakfast
"Aldi Bilash Tomato & Onion Dip ( Dip Selection), 35 g",5.6,0.8,0.0,0.0,0.0,0.0,0.0,0.14,2.9,0.05,0.56,0.95,0.7,0.61,178.1,23.9,0.76,111,Lunch,Pakistani,Lunch
"Baingan Bhartha Eggplant Curry Eggplant Curry , 1/4 cup",8.0,1.2,0.0,0.8,0.8,0.0,0.0,0.58,1.8,0.02,0.78,2.05,6.3,0.75,67.4,3.9,0.35,68,Breakfast,Pakistani,Breakfast
"Amy's Matter Paneer, 1 meal",148.0,21.6,0.0,4.4,5.2,0.0,35.6,0.43,0.0,0.1,0.45,4.78,18.0,0.22,160.2,1.7,0.29,10,Lunch,Pakistani,Lunch
Nihari Recipe,213.6,4.4,0.0,17.6,10.0,0.0,3.4,0.04,10.0,0.23,0.81,6.94,36.5,1.03,67.4,10.0,0.1,156,Dinner,Pakistani,Dinner
Chicken Handi,149.6,4.8,0.0,12.0,5.6,0.0,0.0,0.16,4.2,0.07,0.14,4.41,42.0,1.87,82.2,5.3,0.28,289,Dinner,Pakistani,Dinner
"Take Out Tandoori Salmon, 5 oz",70.0,7.6,0.0,2.8,4.0,0.0,13.9,0.22,3.9,0.09,0.37,3.44,16.4,1.13,59.1,24.4,0.48,58,Dinner,Pakistani,Dinner
"Chocolate Burfi, 140.0 g",100.0,11.6,0.0,3.6,2.0,0.0,0.0,0.19,6.0,0.15,0.15,1.51,0.4,0.29,37.5,4.9,0.57,239,Dinner,Pakistani,Lunch
"Flik Spiced Coconut Sauce, 1/8 cup",31.2,0.8,0.0,3.2,0.4,0.0,31.1,0.38,6.7,0.04,0.08,1.27,1.8,1.33,278.4,13.5,0.43,347,Dinner,Pakistani,Lunch
Salted Caramel Sauce Recipe,44.8,5.2,0.0,2.8,0.4,0.0,39.4,0.07,4.1,0.03,0.17,7.59,67.4,0.22,27.7,11.3,0.76,222,Lunch,Global,Lunch
"Lime Pickle, 1 Tbsp",4.0,0.8,0.0,0.8,0.4,0.0,54.6,0.31,7.2,0.09,0.61,7.23,2.7,1.68,244.8,2.8,0.5,155,Dinner,Pakistani,Lunch
"Generic (Navajo) Fry Bread, 5 1/4 "" diameter",54.0,11.6,0.0,3.2,2.4,0.0,20.9,0.0,4.3,0.03,0.4,9.11,17.9,0.17,154.1,23.9,0.34,239,Dinner,Pakistani,Lunch
"chicken marinade, 1 serving(s)",14.8,1.6,0.0,0.4,1.6,0.0,45.7,0.41,6.3,0.18,0.34,4.33,42.4,1.51,208.4,12.4,0.11,248,Dinner,Pakistani,Dinner
"Chicken Korma, 0.33 tray",176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,4.5,0.15,0.19,9.35,13.7,1.43,145.7,5.7,0.68,131,Dinner,Pakistani,Dinner
Bajra Roti,134.4,24.0,0.0,2.4,4.0,0.0,0.0,0.0,0.2,0.19,0.65,17.74,56.3,0.17,104.9,8.7,0.13,10,Lunch,Pakistani,Lunch
"Homemade Healthy Curry Chicken, 2 oz Chicken",33.2,1.2,0.0,0.4,6.4,0.0,9.0,0.62,0.5,0.07,0.65,4.3,22.3,0.31,101.4,4.3,0.74,10,Dinner,Pakistani,Dinner
"Take Out Vegetable Curry, 0.5 pot",58.0,0.0,0.0,5.6,0.0,0.0,68.9,0.13,4.2,0.11,0.66,2.88,33.0,1.23,14.4,22.3,0.31,10,Dinner,Global,Dinner
"3/5, 1 serving(s)",80.8,5.6,0.0,2.8,8.4,0.0,5.0,0.13,2.9,0.04,0.88,5.75,26.4,1.53,88.9,1.9,0.88,240,Lunch,Pakistani,Lunch
"Homemade Kaddu Ki Sabzi [ Pumpkin Vegetable], 1.6 bowl",36.0,7.2,0.0,0.8,1.2,0.0,21.5,0.37,6.9,0.13,0.6,11.69,18.3,0.46,276.8,9.0,0.55,99,Lunch,Pakistani,Lunch
Green Chutney,5.6,0.4,0.0,0.4,0.4,0.0,0.0,0.36,0.7,0.06,0.27,12.11,4.0,0.8,154.3,10.4,0.67,203,Dinner,Pakistani,Lunch
"Chicken Jalfrezi In Large Foil Container, 301.5 g",151.6,0.0,0.0,8.0,0.0,0.0,37.8,0.06,0.4,0.02,0.03,15.76,29.3,0.3,72.0,15.0,0.04,111,Dinner,Pakistani,Dinner
Thai Red Curry Chicken,174.0,5.6,0.0,12.4,11.6,0.0,38.6,0.45,1.7,0.04,0.06,9.39,18.0,0.44,148.8,23.2,0.73,293,Dinner,Pakistani,Dinner
"Homemade Bhindi Subzi (Okra), 0.67 cup",67.2,1.2,0.0,2.8,0.4,0.0,61.7,0.4,5.4,0.03,0.22,9.51,57.7,1.22,90.3,4.5,0.46,350,Dinner,Pakistani,Lunch
"Iceland Chicken Tikka Masala, 1 pack",203.2,6.8,0.0,12.0,15.6,0.0,94.7,0.42,7.8,0.1,0.15,2.25,10.0,1.88,232.8,7.7,1.11,219,Dinner,Pakistani,Dinner
"Mango Chicken Curry, 1.5 plate",192.0,10.4,0.0,8.8,18.4,0.0,27.3,0.48,8.4,0.1,0.13,6.64,5.4,0.72,31.3,2.2,0.42,409,Dinner,Pakistani,Dinner
"Happy Herbivore Spiced Chickpeas & Kale, 1 serving",66.4,2.4,0.0,0.8,3.2,0.0,1.4,0.12,12.6,0.1,0.66,15.05,1.3,1.6,79.8,7.6,0.29,126,Dinner,Pakistani,Lunch
"Brach's Corn Candy (21 oz Bag), 10 pieces (39g)",29.6,7.2,0.0,0.0,0.0,0.0,0.0,0.33,0.6,0.02,0.22,6.13,24.7,0.31,187.8,10.2,0.14,10,Lunch,Pakistani,Lunch
"Motichoor Ladoo Sweets, 40 gms",76.0,8.8,0.0,0.0,0.0,0.0,16.3,0.41,0.4,0.09,0.23,4.58,8.4,1.78,78.9,21.0,0.72,288,Lunch,Pakistani,Lunch
"Cauliflower & Mixed Veg Curry, 0.5 serving",26.0,2.8,0.0,1.6,0.4,0.0,0.0,0.1,1.1,0.09,0.52,10.43,35.4,0.8,153.3,3.3,0.1,354,Dinner,Pakistani,Dinner
"Palak Dal, 1 plate",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,3.8,0.16,0.07,18.34,23.0,2.01,91.1,9.0,0.48,115,Lunch,Pakistani,Lunch
"Amy's Palak Paneer, 1.63 meal (283g)",195.2,24.8,0.0,7.2,8.0,0.0,0.0,0.3,2.5,0.03,0.49,3.54,62.8,0.08,61.5,13.6,0.25,554,Dinner,Pakistani,Lunch
"Butter Chicken, 1 serving(s)",98.8,3.2,0.0,6.0,8.0,0.0,38.3,0.38,3.2,0.03,1.21,0.5,4.0,0.08,18.1,18.6,0.54,219,Dinner,Pakistani,Dinner
"Chicken Shashlik, 1 take away portion",183.2,10.0,0.0,3.2,28.0,0.0,0.0,0.02,1.3,0.03,0.07,0.69,16.5,0.89,65.7,11.8,0.16,372,Dinner,Pakistani,Lunch
"Sainsburys 8 Plain Poppadoms, 2 poppadoms (20g)",37.6,3.2,0.0,2.0,1.2,0.0,51.7,0.14,2.8,0.22,0.46,1.54,32.2,0.82,114.5,1.4,0.29,313,Lunch,Pakistani,Lunch
"Trader Joe's Imported Bread Garlic Naan, 0.5 piece (85g)",38.0,7.6,0.0,0.8,0.8,0.0,21.5,0.02,4.6,0.03,0.06,4.86,3.0,0.11,204.2,13.2,0.12,222,Breakfast,Pakistani,Breakfast
"Asda Feast for 2 (Chicken Korma & Chicken Tikka Masala), 1/2 a bag",0.0,0.0,0.0,26.0,0.0,0.0,27.8,0.05,7.1,0.28,0.2,10.32,19.4,1.3,112.7,3.6,0.36,309,Dinner,Pakistani,Dinner
"Trader Joes Fare Palak Paneer, 150 g",64.0,2.8,0.0,4.8,2.4,0.0,44.9,0.25,1.9,0.13,0.23,8.05,23.3,0.21,55.7,26.6,1.27,166,Lunch,Pakistani,Lunch
"Trader Joes Fare Punjab Eggplant, 5 oz",60.0,5.2,0.0,3.6,1.6,0.0,43.2,0.46,6.9,0.1,0.45,19.08,26.0,0.06,100.7,9.7,0.61,376,Breakfast,Pakistani,Breakfast
"Clipper Organic Chai Tea, 8 fl oz",0.0,0.0,0.0,0.0,0.0,0.0,58.2,0.02,2.4,0.22,0.82,1.87,35.4,3.0,128.4,6.9,0.47,256,Breakfast,Global,Breakfast
"Pilau Rice, 50 g",27.2,3.2,0.0,0.4,0.4,0.0,0.0,0.07,5.8,0.13,0.65,18.62,28.3,0.2,142.9,22.6,0.42,183,Dinner,Pakistani,Lunch
"Marks & Spencer Modern Goan Chicken, 350 g",259.2,6.8,0.0,19.6,0.0,0.0,14.2,0.04,2.4,0.04,0.2,3.15,19.0,1.54,8.5,11.4,0.1,350,Dinner,Pakistani,Dinner
"Mushroom Rice, 0.3 portion",20.4,3.2,0.0,0.8,0.4,0.0,0.0,0.38,5.7,0.12,0.44,1.17,31.9,1.78,225.8,13.0,0.23,235,Lunch,Pakistani,Lunch
"Generic Plain Dosa (), 1 piece (86 grams) WRONG",64.8,8.8,0.0,2.4,2.0,0.0,43.0,0.07,0.1,0.04,1.06,7.89,86.2,0.23,62.0,10.9,0.95,165,Lunch,Pakistani,Lunch
"Aayi's Jowar Roti Gluten Free Flatbread, 1.5 piece",48.0,10.8,0.0,0.4,1.6,0.0,11.2,0.07,1.3,0.03,0.2,10.94,59.0,0.07,88.6,5.4,0.47,139,Dinner,Pakistani,Lunch
Kaleji Fry Masala Recipe | Liver Fry,201.6,4.0,0.0,15.6,10.8,0.0,0.0,0.3,0.3,0.1,0.25,13.46,37.8,1.05,183.5,6.0,0.15,332,Dinner,Pakistani,Lunch
"Mkitchen King Prawn Bhuna, 385 g",46.0,2.8,0.0,2.4,2.4,0.0,0.3,0.3,12.5,0.02,0.23,12.04,38.8,0.34,78.7,10.1,0.98,178,Lunch,Pakistani,Lunch
Plum Jam Recipe Without Pectin,25.2,6.4,0.0,0.4,0.4,0.0,31.2,0.23,3.0,0.05,0.8,6.81,34.8,1.66,174.8,16.4,0.35,336,Lunch,Pakistani,Lunch
"Palak Chicken Chicken & Spinach Curry, 1 serving",111.2,4.0,0.0,4.0,12.4,0.0,7.0,0.47,6.4,0.12,0.81,10.79,11.8,0.24,1.4,12.0,0.41,24,Dinner,Pakistani,Dinner
"Food Vegetable Biryani, 1.5 Cup",174.0,0.0,0.0,0.0,0.0,0.0,66.2,0.24,7.8,0.04,0.17,7.67,24.0,2.08,210.5,0.9,0.46,204,Dinner,Pakistani,Dinner
"Vh Market Tikka Masala Cooking Sauce, 1/2 cup",56.0,8.8,0.0,1.6,1.2,0.0,21.4,0.36,4.0,0.04,0.12,10.87,26.6,0.66,117.1,14.8,0.21,343,Dinner,Pakistani,Lunch
"Morrison's plain naan, 1/2 container (320.00 g)",206.8,29.6,0.0,7.6,4.4,0.0,28.3,0.03,5.9,0.06,0.65,11.49,33.9,0.44,222.8,2.4,0.36,279,Breakfast,Pakistani,Breakfast
"Home Made Chai, 1.17 cup",70.0,10.4,0.0,1.2,0.8,0.0,25.3,0.12,1.8,0.09,0.1,13.3,22.0,2.37,89.0,24.6,0.1,252,Breakfast,Pakistani,Breakfast
"Homemade Channa Dal, 2.5 katori",145.2,13.2,0.0,7.2,5.2,0.0,1.1,0.35,11.5,0.08,0.06,0.4,78.0,0.71,72.4,2.8,0.33,274,Lunch,Pakistani,Lunch
"Schweppes Slimline Tonic Water, 200 ml",0.8,0.0,0.0,0.0,0.0,0.0,9.6,0.03,2.7,0.1,0.07,18.4,5.9,0.83,187.9,11.4,0.32,10,Dinner,Pakistani,Lunch
"Homemade Chicken Curry, 2 cup cooked",224.0,2.8,0.0,6.8,36.0,0.0,26.1,0.33,1.1,0.03,0.87,9.67,68.2,0.0,25.6,13.1,1.28,10,Dinner,Global,Dinner
"Paneer Lababdar, 0.5 Serving",78.0,6.0,0.0,5.2,2.4,0.0,11.0,0.28,1.6,0.01,0.13,9.8,28.9,0.29,82.4,14.6,0.33,185,Lunch,Pakistani,Lunch
"Home Made Sev Usal ( Food), 1 bowl",166.4,23.2,0.0,4.8,3.6,0.0,48.6,0.21,1.0,0.08,0.27,16.03,5.3,0.54,200.8,14.7,0.23,234,Lunch,Pakistani,Lunch
"Take Out Simosa, 0.5 medium pastry",61.6,6.4,0.0,3.6,1.2,0.0,0.0,0.28,1.0,0.13,0.64,11.25,3.3,0.13,117.1,6.8,0.44,189,Dinner,Pakistani,Lunch
Vegetable Biryani,121.6,20.0,0.0,3.6,2.4,0.0,53.3,0.21,1.6,0.24,0.57,10.02,10.9,0.78,85.5,18.2,0.36,253,Dinner,Pakistani,Dinner
Dum Ka Keema,169.6,4.4,0.0,16.8,1.2,0.0,98.1,0.07,1.4,0.12,0.1,1.41,12.2,0.99,160.3,9.5,0.69,10,Dinner,Pakistani,Lunch
"Generic South Peanut Chutney, 1 TBSP",12.0,0.8,0.0,1.2,0.4,0.0,0.0,0.15,4.5,0.12,0.84,3.97,33.3,1.11,217.5,9.2,0.32,230,Dinner,Pakistani,Lunch
"Jane's Encona West Original Hot Pepper Sauce, 15 ml",2.0,0.4,0.0,0.0,0.0,0.0,1.0,0.13,2.7,0.12,0.02,5.46,15.4,1.35,104.9,11.4,0.25,195,Dinner,Pakistani,Lunch
Easy Hoisin Sauce Recipe,20.8,1.2,0.0,1.6,0.8,0.0,33.3,0.02,0.4,0.15,0.02,9.79,0.2,0.24,7.6,22.5,0.05,332,Lunch,Pakistani,Lunch
"Haywards 5000 Beer (7% Abv), 1187.5 ml",332.4,0.0,0.0,0.0,0.0,0.0,76.2,0.14,3.4,0.13,0.46,9.27,0.7,2.19,129.4,2.3,0.3,39,Dinner,Pakistani,Lunch
Lemon Mousse Cake,134.4,16.0,0.0,6.8,3.2,0.0,24.8,0.11,1.1,0.14,0.5,14.49,7.9,0.64,184.3,1.2,0.89,84,Dinner,Pakistani,Lunch
"Mutter Aloo, 450 g",190.8,24.0,0.0,8.8,4.4,0.0,0.0,0.06,3.8,0.19,1.02,1.94,17.3,0.21,199.3,16.8,0.95,117,Dinner,Pakistani,Lunch
"Maya Kaimal Vindaloo Simmer Sauce, 1/2 cup",40.0,3.2,0.0,2.8,0.8,0.0,30.9,0.43,1.6,0.04,0.11,0.97,32.5,0.72,208.7,2.9,0.28,406,Lunch,Pakistani,Lunch
"Food Chole (Curried Chickpeas), 0.2 Cup",16.0,2.0,0.0,0.8,0.8,0.0,0.0,0.39,0.9,0.06,0.08,2.61,40.2,0.3,97.9,23.3,0.6,469,Dinner,Pakistani,Lunch
"Generic Buffet Vegetarian, No Dessert, 2 large plate",0.0,160.0,0.0,16.0,16.0,0.0,39.7,0.51,9.7,0.15,0.68,1.53,5.9,0.32,13.2,22.7,0.29,413,Dinner,Pakistani,Lunch
"Coconut Chutney, 1 tbsp",28.0,0.4,0.0,2.0,0.0,0.0,0.0,0.04,2.3,0.01,1.28,19.56,33.7,0.17,191.4,10.1,0.46,263,Dinner,Pakistani,Lunch
Chicken Karahi Recipe,136.8,4.0,0.0,11.6,5.2,0.0,2.5,0.1,1.8,0.04,0.74,16.7,9.6,0.16,93.7,11.1,0.98,260,Dinner,Pakistani,Dinner
"Chicken Korma, 1/4 tray",132.0,8.8,0.0,2.8,2.0,0.0,16.9,0.26,7.7,0.03,0.78,40.92,15.1,0.94,74.3,28.4,0.14,313,Dinner,Pakistani,Dinner
"Masala Chai Masala Chai, 1 cup",36.0,6.4,0.0,0.8,0.8,0.0,34.7,0.45,0.7,0.06,0.55,12.99,17.6,0.25,86.8,1.3,0.38,49,Breakfast,Pakistani,Breakfast
"Pilau Rice (300g), 0.425 Pack",80.4,15.2,0.0,0.8,1.6,0.0,0.0,0.59,1.8,0.08,0.27,23.13,1.5,0.42,225.4,10.5,0.42,177,Dinner,Pakistani,Lunch
"(Uk) Onion Bhaji, 1 medium",70.0,0.0,0.0,5.6,0.0,0.0,27.8,0.2,7.5,0.05,0.2,2.4,20.1,0.63,124.5,0.8,0.27,153,Dinner,Pakistani,Lunch
"Chicken Biryani, 1 serving",156.0,21.6,0.0,4.8,6.4,0.0,0.0,0.2,1.6,0.06,0.01,3.18,37.0,1.27,223.1,18.7,0.5,154,Lunch,Global,Lunch
"Generic Chicken Chili (Per Chacha Answers), 1 cup",71.2,4.4,0.0,2.0,8.8,0.0,10.1,0.34,1.6,0.05,0.14,3.59,1.3,0.01,65.6,16.0,0.36,155,Dinner,Pakistani,Dinner
"Cabbage and Potato Curry Curry Cabbage and Potato, 1 bowl",56.8,0.0,0.0,0.0,0.0,0.0,43.8,0.01,1.1,0.09,0.03,15.3,33.7,1.21,242.7,12.2,0.05,99,Dinner,Pakistani,Dinner
"Aloo Matar Masala, 50 g",18.4,3.2,0.0,0.4,0.4,0.0,13.7,0.1,8.8,0.02,0.31,15.02,5.9,1.26,161.6,11.7,0.0,111,Lunch,Pakistani,Lunch
"Marks and Spencer Count on Us Meal for One, 400 g",153.6,15.2,0.0,4.4,12.4,0.0,18.0,0.11,0.3,0.01,1.16,16.14,28.9,1.66,183.9,13.5,0.2,180,Dinner,Pakistani,Lunch
Chicken Seekh Kabab Recipe,30.4,1.6,0.0,1.6,2.8,0.0,0.0,0.3,3.6,0.07,0.17,13.11,6.9,0.74,104.8,16.1,0.06,233,Lunch,Pakistani,Lunch
"Generic Buffet Vegetarian, No Dessert, 0.75 large plate",270.0,60.0,0.0,6.0,6.0,0.0,0.0,0.18,2.5,0.03,0.42,11.46,58.1,1.06,51.8,10.8,0.37,297,Lunch,Global,Lunch
"Popcorn Fit Popcorn, 28 g (about 4 cups)",48.0,8.0,0.0,1.6,1.2,0.0,0.0,0.28,13.8,0.01,0.27,7.95,17.1,0.02,203.7,13.2,0.03,346,Dinner,Pakistani,Lunch
"Allrecipes.com Cauliflower, 0.75 Cup",50.4,4.4,0.0,3.6,1.2,0.0,0.0,0.27,5.9,0.01,0.43,1.08,45.7,1.5,85.7,1.7,0.23,149,Lunch,Pakistani,Lunch
Spicy Mongolian Beef,182.0,9.6,0.0,11.6,9.6,0.0,0.0,0.42,2.7,0.09,0.66,22.74,20.9,0.22,166.1,6.7,1.04,245,Dinner,Pakistani,Dinner
Kofta Curry,256.0,6.8,0.0,21.2,9.2,0.0,10.9,0.23,0.0,0.01,0.16,1.92,14.5,0.55,245.5,8.6,0.09,197,Dinner,Pakistani,Dinner
"Plain Naan, 1 naan",92.0,17.6,0.0,1.2,2.0,0.0,14.2,0.06,1.1,0.07,0.57,15.92,31.8,0.94,41.9,2.4,0.21,284,Breakfast,Pakistani,Breakfast
"Asda Lamb Balti, 225 g",88.4,0.0,0.0,4.4,0.0,0.0,6.2,0.61,6.7,0.0,0.57,10.59,5.7,0.85,141.3,6.6,0.49,441,Dinner,Pakistani,Dinner
"Sg Dhal Curry (With Tomato), 5 Tbsp",35.6,4.4,0.0,1.6,1.6,0.0,18.2,0.24,0.4,0.06,0.38,9.1,9.9,0.12,171.9,21.6,1.03,378,Dinner,Pakistani,Dinner
"Homemade Chicken Pulao, 1 cup",120.0,0.0,0.0,0.0,0.0,0.0,52.2,0.47,1.4,0.14,0.03,16.51,2.1,2.18,182.9,26.4,0.21,280,Dinner,Pakistani,Dinner
"Pc Tikka Masala Sauce, 1/4 cup",22.0,2.0,0.0,1.6,0.4,0.0,37.0,0.68,4.4,0.12,0.04,6.91,5.5,0.69,134.0,9.2,0.43,163,Lunch,Pakistani,Lunch
"Sainsbury's Garlic & Coriander Naan Bread, 1 Naan",136.0,24.8,0.0,2.0,4.0,0.0,15.3,0.27,5.3,0.09,0.47,2.48,67.1,1.23,182.7,17.7,0.62,246,Breakfast,Pakistani,Breakfast
"Sainsburys Chicken Jalfrezi and Rice **, 1 container",283.2,34.8,0.0,10.8,10.4,0.0,0.0,0.26,1.1,0.06,0.56,4.14,22.4,0.17,56.1,20.2,0.46,427,Dinner,Pakistani,Dinner
"Food Mutton / Lamb Biryani, 2.5 cup cooked",215.2,5.2,0.0,11.2,24.0,0.0,95.2,0.27,6.3,0.12,0.51,7.36,22.7,0.39,49.3,17.6,0.01,540,Dinner,Pakistani,Dinner
"Store Jalebi, 3 pieces",141.6,24.8,0.0,4.4,1.6,0.0,0.0,0.14,14.1,0.04,0.14,3.88,27.5,0.18,28.9,10.4,0.28,131,Lunch,Pakistani,Lunch
"Homemade Channa Dal, 1.3 katori",75.6,6.8,0.0,3.6,2.8,0.0,51.3,0.41,6.5,0.02,0.04,4.96,11.7,1.31,186.4,16.7,0.61,239,Lunch,Pakistani,Lunch
"Paneer Cheese, 66.67 g",45.2,0.8,0.0,2.0,6.0,0.0,0.0,0.06,4.3,0.01,0.49,5.21,65.4,1.4,143.7,10.3,0.74,278,Lunch,Pakistani,Lunch
"Mixed Veg Rice, 0.25 container",45.2,0.0,0.0,0.0,0.0,0.0,52.8,0.05,3.3,0.03,0.55,0.87,30.0,0.58,77.3,21.0,0.46,271,Lunch,Pakistani,Lunch
"Tesco 12 Snack Selection (Mini Onion Bhajis), 2 bhaji",50.4,3.6,0.0,3.2,0.8,0.0,71.8,0.11,12.0,0.05,0.46,4.93,43.0,0.22,143.3,6.8,0.77,121,Lunch,Pakistani,Lunch
"Pita Bread (Naan), 0.5 piece",27.6,3.6,0.0,1.2,0.8,0.0,0.0,0.39,1.0,0.05,0.04,11.63,13.1,1.61,200.3,13.9,0.84,61,Breakfast,Global,Breakfast
"Tesco Chicken Curry, 300 g",158.4,5.6,0.0,9.2,13.6,0.0,6.1,0.15,4.0,0.16,0.61,3.93,37.5,0.25,63.0,12.1,0.74,185,Dinner,Pakistani,Dinner
"Sainsbury's 2 Onion Bhajia, 1 bhajia",55.2,5.6,0.0,2.8,1.2,0.0,5.2,0.19,8.1,0.07,1.07,11.98,18.2,0.74,169.6,5.5,1.07,221,Lunch,Pakistani,Lunch
"Take Out Plain Naan Bread, 1/4 portion",26.8,4.0,0.0,0.8,1.2,0.0,0.6,0.76,7.2,0.05,0.14,11.01,40.0,1.73,171.4,12.2,0.12,352,Breakfast,Pakistani,Breakfast
"Homemade Potato Curry, 1 cup",80.0,16.0,0.0,0.8,0.8,0.0,43.0,0.56,2.2,0.14,0.53,0.98,19.4,0.54,238.2,10.8,0.09,186,Dinner,Pakistani,Lunch
"Keema Naan, 1/2 naan",170.0,23.6,0.0,6.0,5.6,0.0,5.7,0.07,5.3,0.11,0.71,2.59,1.4,0.84,50.7,14.2,0.11,136,Breakfast,Global,Breakfast
"Bhel Puri Puffed Rice Snack, 1 plate",55.6,7.2,0.0,2.8,0.8,0.0,0.0,0.25,1.9,0.07,0.36,2.07,30.2,0.68,40.6,2.0,1.17,220,Lunch,Pakistani,Lunch
"(Uk) Peshwari Naan, 0.5 Portion",132.8,20.4,0.0,4.0,4.4,0.0,8.3,0.11,14.3,0.08,0.07,15.02,64.3,0.47,179.5,18.8,0.21,320,Breakfast,Pakistani,Breakfast
Mango Delight Recipe,106.4,9.2,0.0,7.6,1.6,0.0,44.9,0.17,4.6,0.09,0.52,14.07,0.4,0.34,53.5,15.4,0.87,421,Lunch,Pakistani,Lunch
"Sainsburys Pilau Rice, 150 g",100.8,21.2,0.0,1.2,2.0,0.0,23.4,0.32,2.4,0.23,0.66,11.03,45.1,1.03,37.8,10.9,0.26,282,Dinner,Pakistani,Lunch
"Ckm Vegetable Fritters, 5 fritter",94.0,16.0,0.0,2.0,4.0,0.0,127.9,0.57,2.3,0.07,0.29,6.52,24.1,0.18,192.3,24.6,0.53,235,Dinner,Pakistani,Lunch
"Marks and Spencer Starter Selection, 1/2 pack (125g)",136.0,10.0,0.0,9.2,2.8,0.0,0.0,0.12,6.8,0.15,0.03,2.59,2.5,0.36,69.2,0.9,0.67,279,Lunch,Pakistani,Lunch
"Coffee 8oz 2% Milk and 1/2 Tsp Sugar and 1 Tsp Instant Coffee Pwdr, 1 cup",46.0,5.2,0.0,1.2,3.2,0.0,54.9,0.14,3.3,0.01,0.2,5.44,9.5,1.98,66.7,25.3,0.74,279,Lunch,Pakistani,Lunch
"Sainsbury's Inspired Flavours Lentil Soup In A Cup, 1 sachet",32.0,5.2,0.0,0.0,2.4,0.0,48.6,0.31,6.3,0.08,0.59,1.39,18.2,0.11,9.8,0.4,0.21,320,Lunch,Pakistani,Lunch
"Pataks Original Korma Cooking Sauce Ck, 1/2 Jar",156.8,8.0,0.0,14.0,1.2,0.0,0.0,0.14,7.3,0.09,0.44,12.82,0.5,0.52,120.3,14.0,0.41,155,Dinner,Pakistani,Dinner
Achari Chicken,202.0,5.6,0.0,12.8,15.6,0.0,0.0,0.29,8.0,0.12,0.67,3.22,8.4,0.05,145.6,19.5,1.51,367,Dinner,Pakistani,Dinner
"Butter Chicken ( Buffet), 0.66 cup",101.2,2.0,0.0,7.6,6.4,0.0,78.4,0.16,2.2,0.05,0.98,6.5,4.4,0.2,144.6,12.4,0.73,302,Dinner,Global,Dinner
"Deep Gourmet Garlic Naan, 0.5 piece",48.0,9.2,0.0,0.8,1.6,0.0,5.2,0.09,1.3,0.05,0.25,7.81,5.7,0.07,91.9,13.9,0.43,283,Breakfast,Global,Breakfast
"Homemade Tea, 3 cup",36.0,7.2,0.0,1.2,2.4,0.0,18.6,0.01,0.7,0.05,1.05,21.37,31.3,1.29,140.1,14.9,0.24,208,Lunch,Global,Lunch
"Sainsbury's Vegetable Curry, 1 cup",155.2,0.0,0.0,0.0,0.0,0.0,38.2,0.59,6.6,0.08,0.07,18.26,14.3,0.87,123.4,8.8,0.41,10,Dinner,Pakistani,Dinner
Keema cutlets (Beef or Mutton),53.2,3.2,0.0,3.2,2.8,0.0,57.0,0.27,1.6,0.09,0.59,4.17,31.1,0.91,158.3,12.3,0.55,202,Dinner,Pakistani,Dinner
"Generic Roti/Chapati, 2 chapati",96.0,8.8,0.0,0.4,2.4,0.0,0.0,0.16,9.6,0.12,0.31,5.84,39.9,0.5,246.0,4.2,0.1,92,Breakfast,Pakistani,Breakfast
"Chai With Sugar Chai Tea, Milk, Sugar, Ginger (Spices) , 1 cup (100 ml)",13.2,4.0,0.0,0.0,1.6,0.0,13.1,0.06,17.3,0.16,0.64,7.39,15.8,2.29,199.8,8.0,0.12,445,Breakfast,Pakistani,Breakfast
"Homemade Puri ( Small Bread), 4 (4-4.5"" dia)",171.2,26.8,0.0,5.6,4.4,0.0,6.1,0.13,3.8,0.07,0.43,2.89,25.4,0.67,67.2,12.0,0.11,102,Lunch,Global,Lunch
"Baingan Bhartha Eggplant Curry Eggplant Curry , 2 cup",64.0,8.0,0.0,4.8,6.4,0.0,11.1,0.38,0.5,0.07,0.26,4.59,16.8,1.4,134.9,13.8,0.12,515,Breakfast,Pakistani,Breakfast
