Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) - Punjabi Home-cooked",10.0,0.0,0.0,0.0,0.0,0.0,50.2,0.73,13.5,0.01,0.45,7.16,55.1,0.33,42.8,21.1,0.56,53,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora Punjabi",26.9,2.6,0.0,1.6,0.7,0.0,60.4,0.19,7.7,0.08,0.71,5.71,15.7,0.33,12.3,15.3,0.41,152,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 2 pieces Crispy Slow-cooked",45.6,3.6,0.0,2.9,2.3,0.0,0.0,0.27,4.8,0.05,0.05,9.89,77.5,0.66,94.8,29.0,0.49,601,Snack,Pakistani,Snack
Dry Fruits Mix Masaledar Buttery Herbed - Light - Slow-cooked,82.6,30.0,0.0,5.8,3.9,0.0,0.0,0.21,4.0,0.04,0.18,15.93,12.7,0.77,24.6,13.3,0.11,200,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Smoky Hyderabadi Tandoori Punjabi",105.3,10.7,0.0,1.7,2.0,0.0,44.0,0.08,2.4,0.22,0.8,5.75,14.6,1.19,149.6,23.4,0.35,370,Snack,Pakistani,Snack
"Life Pakoras Mixed Vegetables, 1 pak Low-fat",24.3,3.6,0.0,0.6,1.0,0.0,6.5,0.01,4.9,0.05,0.08,15.41,28.5,1.06,105.2,13.5,0.72,245,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 1.3 samosa - Dry Herbed Herbed",81.8,6.5,0.0,5.3,1.9,0.0,40.9,0.18,3.2,0.2,0.98,6.61,14.5,0.45,93.7,19.6,0.59,100,Snack,Pakistani,Snack
Dried Dates Pudding Recipe Smoky,97.6,10.6,0.0,5.6,2.3,0.0,0.0,0.04,2.1,0.06,0.16,15.44,5.8,0.11,172.6,4.2,0.08,103,Snack,Global,Snack
"Recipes Chana Dal, 1/4 cup Masaledar",45.6,7.7,0.0,1.8,4.8,0.0,55.2,0.13,7.5,0.04,0.01,6.06,8.3,0.86,246.5,17.8,0.09,63,Snack,Pakistani,Snack
Murabba Dry Low-fat,106.2,19.9,0.0,14.2,9.5,0.0,35.7,0.07,3.4,0.14,0.46,0.69,80.2,2.14,120.8,18.5,0.68,211,Snack,Pakistani,Snack
Chikki - Grilled,79.5,29.3,0.0,5.8,3.5,0.0,0.0,0.01,6.4,0.04,0.44,6.89,20.7,0.48,122.1,21.6,0.02,10,Snack,Pakistani,Snack
"Paneer Pakora, 1 piece Slow-cooked Smoky Masaledar Home-cooked",46.4,0.0,0.0,1.5,0.0,0.0,0.0,0.28,3.3,0.21,0.09,6.42,74.6,1.1,310.4,13.3,0.49,436,Snack,Pakistani,Snack
"Quorn 8 Samosas, 1 samosa Tandoori Spicy",18.7,2.1,0.0,1.5,0.7,0.0,6.8,0.38,3.9,0.01,0.48,1.94,26.2,0.8,170.4,1.4,0.91,147,Snack,Pakistani,Snack
"Quorn 8 Samosas, 1 samosa Tandoori Spicy Tandoori",18.8,2.1,0.0,1.3,0.7,0.0,37.0,0.29,1.0,0.09,0.32,2.09,28.4,0.42,42.2,21.5,0.35,282,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 3 fritters - Light Tandoori",47.3,3.1,0.0,2.9,0.9,0.0,8.3,0.61,11.7,0.03,0.63,3.16,27.5,1.08,118.2,24.5,1.01,409,Snack,Pakistani,Snack
"Vegtable Samosa, 1 portion Punjabi Light Tandoori",68.8,7.4,0.0,3.0,1.4,0.0,0.0,0.02,5.5,0.14,0.1,7.96,29.1,0.35,132.3,28.6,0.29,182,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Buttery Punjabi Light",51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.59,2.6,0.12,1.13,12.76,55.0,1.75,331.6,3.7,0.08,146,Snack,Pakistani,Snack
"Homemade Black Chana Masala, 2 serving Spicy Home-cooked",76.2,12.1,0.0,3.2,2.7,0.0,1.2,0.43,0.9,0.13,0.46,30.49,11.7,0.11,49.5,4.0,0.12,71,Snack,Pakistani,Snack
"Bloomin’ -Spiced Whole Roasted Cauliflower, 1 serving(s) - Home-cooked Smoky",67.8,9.5,0.0,1.6,5.7,0.0,8.1,0.5,1.1,0.04,0.35,7.9,16.2,0.3,144.4,3.5,0.92,379,Snack,Global,Snack
"Homemade Dahi Bhalla / Bhalle, 1 cup (160g) Hyderabadi Dry",62.9,7.2,0.0,2.2,2.0,0.0,0.0,0.67,1.8,0.03,0.48,4.61,36.4,2.2,139.8,12.1,0.06,440,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Dry Punjabi",46.6,2.5,0.0,3.7,0.0,0.0,19.7,0.14,3.6,0.21,0.45,11.5,44.1,0.1,90.2,18.7,0.57,383,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Low-fat Light Masaledar",23.4,2.2,0.0,1.6,0.6,0.0,75.7,0.32,5.1,0.03,0.5,4.95,23.7,0.14,112.3,4.9,0.05,147,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Dry Hyderabadi",10.7,1.1,0.0,0.4,0.6,0.0,0.0,0.44,3.7,0.03,0.4,12.52,2.5,0.18,87.2,15.0,0.88,105,Snack,Pakistani,Snack
"Recipes Chana Dal, 1/4 cup Punjabi Smoky Crispy",68.4,11.6,0.0,1.6,6.2,0.0,0.0,0.36,5.0,0.05,0.8,2.33,11.0,0.55,133.2,4.7,0.35,262,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 1 piece Low-fat Tandoori",33.8,1.8,0.0,0.9,5.1,0.0,61.2,0.27,0.5,0.08,0.8,12.95,47.9,0.21,176.7,7.1,1.07,215,Snack,Pakistani,Snack
Beef Seekh Kebab () Masaledar - Spicy,184.5,3.5,0.0,14.8,13.5,0.0,34.4,0.12,9.0,0.09,1.25,8.51,20.2,0.73,117.7,12.7,0.88,273,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.5 serving(s) Punjabi Grilled Light",335.2,55.4,0.0,7.0,8.9,0.0,52.7,0.14,3.9,0.15,0.56,5.66,30.4,1.36,134.3,10.3,0.08,153,Snack,Pakistani,Snack
"Paneer Pakora, 0.25 piece Herbed Masaledar Light",10.0,0.0,0.0,0.5,0.0,0.0,0.0,0.23,1.2,0.17,0.91,9.38,56.2,0.04,43.6,15.5,0.41,519,Snack,Pakistani,Snack
"Vegtable Samosa, 1 portion Punjabi Light Tandoori Hyderabadi",52.9,5.7,0.0,3.4,1.6,0.0,0.0,0.13,9.3,0.32,0.03,4.89,17.8,0.28,72.8,21.7,1.68,111,Snack,Pakistani,Snack
"Chicken Chaat, 211 g Masaledar",134.1,1.8,0.0,12.3,8.7,0.0,0.0,0.47,5.8,0.12,0.39,0.39,2.9,1.02,153.9,16.5,0.23,270,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 container (2 pakoras ea.) Tandoori Tandoori Spicy Home-cooked",87.8,8.8,0.0,5.3,2.1,0.0,61.2,0.3,0.4,0.16,0.67,5.84,36.0,0.53,62.2,11.7,0.1,297,Snack,Pakistani,Snack
"Samosa Chaat, 266.8 g Crispy Punjabi",131.5,22.2,0.0,6.8,9.5,0.0,0.0,0.11,3.4,0.14,0.59,2.19,43.2,0.51,241.7,22.7,0.33,164,Snack,Global,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Hyderabadi Spicy Home-cooked",40.3,3.9,0.0,1.7,1.5,0.0,39.4,0.61,8.0,0.03,0.09,0.02,46.4,0.11,35.7,7.7,0.13,10,Snack,Pakistani,Snack
Murabba Dry Home-cooked,102.3,19.1,0.0,9.2,7.5,0.0,36.7,0.14,2.3,0.11,0.34,2.95,5.6,0.29,132.6,12.3,0.72,200,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Dry Light",13.7,1.4,0.0,0.4,0.4,0.0,37.4,0.08,0.6,0.18,0.58,24.25,20.1,0.06,148.2,28.9,0.07,117,Snack,Pakistani,Snack
"Co-op 12 Selection Vegetable Pakora, 2 pakora Crispy Buttery",39.3,3.5,0.0,1.4,1.3,0.0,45.2,0.06,1.9,0.23,0.37,13.9,2.1,0.81,183.5,24.0,0.89,52,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Tandoori Tandoori",157.8,9.1,0.0,7.2,10.9,0.0,15.4,0.13,3.9,0.2,0.23,3.57,17.7,0.58,3.9,8.5,0.73,248,Snack,Pakistani,Snack
Lassi Light,78.3,29.1,0.0,12.7,4.8,0.0,30.2,0.67,6.4,0.08,0.41,3.15,34.3,0.51,78.2,16.4,0.0,350,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Light - Hyderabadi Hyderabadi",34.1,5.0,0.0,0.5,2.5,0.0,23.1,0.06,6.6,0.0,0.02,8.48,13.7,3.11,268.5,4.0,0.43,172,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Hyderabadi Spicy Home-cooked Slow-cooked",41.0,4.0,0.0,2.0,1.5,0.0,3.0,0.24,5.4,0.05,0.57,5.29,31.9,0.02,53.6,1.9,0.62,10,Snack,Pakistani,Snack
"Homemade Samosa Large, 0.5 piece Masaledar",65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,5.3,0.01,0.28,12.67,30.0,0.42,155.8,20.4,0.17,10,Snack,Global,Snack
"Paneer Pakora, 3 piece Masaledar Tandoori",85.3,0.0,0.0,4.2,0.0,0.0,0.0,0.27,12.0,0.05,0.86,9.07,13.8,1.27,149.6,4.9,0.64,144,Snack,Pakistani,Snack
"Chicken Chaat, 105.5 g Herbed",84.4,1.3,0.0,8.5,2.8,0.0,9.6,0.11,1.2,0.05,0.65,1.81,50.2,1.83,242.0,11.6,0.21,214,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat Hyderabadi Slow-cooked Slow-cooked",18.3,2.4,0.0,2.3,0.4,0.0,39.4,0.09,2.2,0.13,0.12,1.4,8.3,0.66,196.8,5.0,0.66,228,Snack,Pakistani,Snack
"Chana Cury, 0.5 cup cooked Low-fat",49.5,6.0,0.0,2.2,1.8,0.0,16.1,0.35,4.7,0.02,0.78,10.14,67.8,0.66,176.2,21.2,0.8,182,Snack,Pakistani,Snack
"Mango Lassi, 0.5 cup Slow-cooked",23.1,5.0,0.0,0.5,0.7,0.0,0.0,0.36,1.8,0.03,0.28,8.26,38.8,1.47,63.5,2.9,0.26,272,Snack,Global,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Punjabi Slow-cooked",96.4,0.0,0.0,3.0,6.4,0.0,0.0,0.35,5.5,0.08,0.33,6.19,10.2,0.64,178.1,0.2,0.09,428,Snack,Pakistani,Snack
"Dahi Whole Milk Yogurt, 1 cup/(227g Grilled Tandoori Buttery",77.9,7.8,0.0,3.1,3.6,0.0,0.0,0.74,0.5,0.08,0.42,3.83,19.4,1.79,60.9,15.3,0.76,187,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 cup Home-cooked Slow-cooked Crispy",78.2,12.9,0.0,1.5,3.3,0.0,0.0,0.24,4.6,0.0,0.02,3.24,6.9,2.19,122.0,19.0,0.4,369,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Grilled Herbed Light",238.2,9.5,0.0,24.4,7.8,0.0,27.6,0.19,1.8,0.29,0.36,20.75,34.3,1.05,212.7,24.8,0.04,353,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 3 fritters - Light Tandoori Smoky",47.9,3.1,0.0,3.5,1.2,0.0,71.0,0.23,15.8,0.15,0.09,4.1,36.5,2.14,169.7,14.3,0.91,187,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Buttery Buttery",39.4,3.8,0.0,2.3,1.1,0.0,61.3,0.07,8.3,0.05,0.14,0.49,17.3,0.4,163.7,0.4,0.81,179,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Slow-cooked Herbed",60.7,6.2,0.0,3.3,1.5,0.0,25.8,0.17,2.1,0.02,0.57,10.1,29.8,1.16,121.1,10.5,0.8,255,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 6 fritters Spicy Tandoori Crispy",113.8,8.1,0.0,4.3,1.5,0.0,5.7,0.32,3.6,0.15,0.52,6.28,39.5,0.95,157.8,2.0,0.19,151,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 2 piece Punjabi Slow-cooked",74.9,3.9,0.0,2.7,9.9,0.0,0.0,0.26,1.9,0.13,0.08,0.6,34.1,0.3,4.8,18.8,0.13,230,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 90 g Masaledar Hyderabadi",73.0,8.1,0.0,2.7,0.8,0.0,49.0,0.41,2.5,0.21,1.23,1.23,25.3,0.71,241.1,0.9,0.31,357,Snack,Pakistani,Snack
"Homemade Kala Chana, 2 cup Spicy",144.0,24.1,0.0,2.0,9.2,0.0,30.9,0.19,2.3,0.03,1.67,3.23,33.2,2.13,12.6,16.9,0.41,489,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Home-cooked Herbed",27.2,3.4,0.0,1.4,0.9,0.0,100.9,0.23,1.9,0.01,0.4,4.87,0.6,0.7,116.0,11.4,0.14,411,Snack,Pakistani,Snack
"Chana Masala, 0.25 cup (275g) Herbed Light Hyderabadi",37.3,6.5,0.0,0.8,0.9,0.0,0.0,0.11,3.5,0.12,0.47,5.35,26.2,0.07,87.9,13.4,0.01,261,Snack,Pakistani,Snack
"Homemade (Anjum Anand Food Made Easy Recipe) <Potassium> Samosa Potato and Pea With Filo Pastry, 1.5 Samosa Herbed",58.8,11.6,0.0,0.0,2.6,0.0,0.4,0.55,1.3,0.02,0.0,5.48,71.4,0.8,154.2,13.5,0.13,191,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi Tandoori - Buttery Low-fat",219.1,27.7,0.0,3.6,20.8,0.0,67.4,0.16,3.7,0.16,0.66,10.86,2.3,1.6,53.9,11.3,0.09,170,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 0.5 samosa Crispy",37.0,2.8,0.0,3.1,0.4,0.0,44.8,0.04,5.3,0.22,0.29,7.45,14.5,0.4,124.2,12.2,0.76,278,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Grilled - Smoky Masaledar Crispy",29.9,6.8,0.0,1.8,0.5,0.0,83.4,0.21,3.6,0.09,0.04,0.42,12.3,1.1,47.0,7.9,0.54,58,Snack,Pakistani,Snack
"Tesco Chicken Tikka Samosas, 2 samosa Crispy",109.5,10.5,0.0,5.0,3.5,0.0,32.7,0.24,0.1,0.05,0.85,0.22,47.7,0.5,7.0,10.8,0.2,172,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Spicy Low-fat",39.3,2.1,0.0,7.7,0.0,0.0,28.1,0.09,4.6,0.09,0.27,7.43,38.5,0.75,164.7,9.5,0.62,368,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat Smoky - Low-fat",79.4,9.1,0.0,3.3,1.6,0.0,37.3,0.01,6.5,0.11,0.94,16.03,16.6,1.2,123.6,13.2,0.05,186,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Herbed Light",23.3,2.9,0.0,1.2,1.3,0.0,33.9,0.09,2.6,0.13,0.57,14.08,37.6,0.77,123.6,13.7,1.2,228,Snack,Pakistani,Snack
"Chana Masala, 1 cup (275g) Punjabi - Low-fat Masaledar",148.7,25.3,0.0,5.1,7.1,0.0,0.0,0.07,4.9,0.23,0.1,11.28,70.9,1.85,87.7,18.9,0.54,121,Snack,Pakistani,Snack
Roasted Chana Smoky Light,82.4,23.8,0.0,6.9,11.0,0.0,1.4,0.26,3.6,0.1,0.22,8.0,38.6,1.67,168.3,9.6,0.48,569,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 3 samosa - Smoky",153.6,11.9,0.0,9.0,2.6,0.0,56.9,0.43,3.5,0.37,0.91,4.22,10.5,0.16,252.9,13.7,0.18,10,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Low-fat Herbed Herbed",32.4,5.5,0.0,0.4,1.2,0.0,0.0,0.13,5.5,0.04,0.73,7.55,27.8,1.38,9.1,7.7,1.36,10,Snack,Pakistani,Snack
"M&s Modern Crispy Chaat Selection, 3.99 pieces Dry Punjabi",92.2,10.2,0.0,3.6,2.5,0.0,15.1,0.09,3.1,0.01,1.06,8.41,1.9,0.59,96.4,18.6,0.88,67,Snack,Pakistani,Snack
"Samosa Chaat, 106.72 g Hyderabadi Hyderabadi",60.5,10.4,0.0,1.5,2.0,0.0,60.5,0.31,2.7,0.38,0.75,8.78,34.6,0.01,122.2,11.7,0.47,164,Snack,Pakistani,Snack
"Samosa (Potato-filled), 0.5 piece Tandoori Buttery",78.7,8.2,0.0,4.8,0.8,0.0,11.5,0.27,5.9,0.15,0.38,3.8,56.2,0.6,227.2,14.6,0.33,195,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Masaledar",97.3,11.1,0.0,4.3,1.1,0.0,0.0,0.27,2.9,0.01,0.5,8.79,6.8,0.2,156.4,29.0,0.2,162,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) Herbed",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,9.3,0.0,0.27,6.1,21.5,1.06,254.6,4.5,0.18,179,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Buttery Buttery",251.9,10.0,0.0,39.6,7.1,0.0,0.0,0.15,3.8,0.05,0.32,2.87,21.5,1.23,113.4,24.4,0.32,75,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 2 Samosa (50g) Smoky Punjabi Light Spicy",78.6,0.0,0.0,5.2,0.0,0.0,66.5,0.22,3.4,0.01,0.58,3.5,44.9,1.28,88.9,23.5,1.01,10,Snack,Pakistani,Snack
"Deep Gourme Jumbo Punjabi Jumbo Samosa, 1 piece - Herbed Masaledar",93.7,10.3,0.0,3.2,1.1,0.0,37.0,0.03,6.5,0.08,0.83,1.8,33.6,0.76,99.7,12.5,1.0,85,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Masaledar Herbed,104.5,25.7,0.0,16.7,6.0,0.0,44.1,0.33,0.1,0.13,1.24,4.63,50.5,1.28,96.4,13.6,0.61,108,Snack,Pakistani,Snack
"Chana Masala, 0.25 cup (275g) Tandoori",31.6,5.5,0.0,0.7,0.8,0.0,36.4,0.04,4.7,0.13,0.55,17.18,43.1,0.94,184.3,26.6,0.72,42,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Punjabi Low-fat",63.1,6.6,0.0,3.4,1.3,0.0,0.0,0.08,0.2,0.03,0.01,16.0,25.6,0.92,89.4,0.9,0.4,491,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 2 Samosa (50g) Smoky Tandoori",83.0,0.0,0.0,6.8,0.0,0.0,27.6,0.18,4.3,0.16,0.68,4.35,0.9,1.73,91.2,3.3,0.32,422,Snack,Pakistani,Snack
"Homemade Black Chana Masala, 2 serving Grilled",79.9,12.7,0.0,2.0,4.0,0.0,0.0,0.22,9.6,0.1,0.71,8.01,16.9,0.54,23.1,5.9,0.04,167,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Dry Herbed Buttery",45.3,10.2,0.0,2.6,0.5,0.0,62.1,0.43,4.1,0.0,0.67,6.33,30.5,1.83,176.8,32.6,0.34,155,Snack,Pakistani,Snack
"Deep Gourme Jumbo Punjabi Jumbo Samosa, 1 piece Hyderabadi Tandoori",97.9,10.8,0.0,2.6,2.2,0.0,46.0,0.33,4.5,0.03,0.34,3.1,47.7,0.84,18.5,7.6,0.7,10,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Home-cooked Light Low-fat Smoky",28.7,0.0,0.0,0.0,0.0,0.0,10.1,0.17,1.3,0.13,0.43,0.84,43.7,0.01,4.5,4.9,0.67,330,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.5 serving(s) Punjabi Grilled Buttery",446.3,73.8,0.0,4.0,12.3,0.0,41.7,0.14,3.7,0.06,0.67,16.22,39.8,1.84,134.6,7.0,0.87,424,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Grilled Buttery",68.3,0.0,0.0,5.6,14.3,0.0,5.4,0.47,3.3,0.09,0.04,8.46,37.1,0.47,163.6,19.6,0.48,600,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Herbed Masaledar Crispy",48.7,8.4,0.0,0.6,1.8,0.0,42.2,0.22,3.8,0.1,0.89,2.63,54.7,0.27,20.8,16.7,0.9,193,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Grilled Herbed - Spicy",238.8,9.5,0.0,14.0,9.9,0.0,12.2,0.05,3.5,0.15,0.88,0.39,16.7,1.22,60.1,25.9,0.31,208,Snack,Pakistani,Snack
Roasted Chana Smoky Low-fat,78.4,22.6,0.0,7.8,13.9,0.0,53.4,0.29,5.8,0.05,0.32,9.6,1.9,1.1,103.6,6.8,0.81,390,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Tandoori",296.1,11.8,0.0,34.9,11.6,0.0,0.0,0.0,0.0,0.06,0.41,6.22,19.9,1.19,174.2,17.4,0.68,99,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 2 oz - Herbed",21.3,2.6,0.0,1.1,1.1,0.0,39.5,0.32,2.7,0.17,1.17,5.16,0.3,1.0,54.4,21.9,0.12,191,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi - Masaledar Slow-cooked",147.0,18.6,0.0,5.7,18.1,0.0,11.4,0.09,0.6,0.09,0.9,0.56,56.0,0.5,32.2,8.4,0.4,229,Snack,Pakistani,Snack
"Amy's Samosa Wrap, 1 wrap (142g) - Punjabi Home-cooked",138.4,19.4,0.0,3.0,2.7,0.0,28.1,0.37,1.4,0.15,0.48,7.37,21.2,0.9,34.8,1.1,0.59,151,Snack,Pakistani,Snack
Boiled Egg Grilled Buttery,63.8,34.5,0.0,1.0,3.8,0.0,0.0,0.17,4.4,0.08,0.19,3.4,10.7,1.11,146.1,8.8,0.15,244,Snack,Pakistani,Snack
"Deep Gourmet Potato & Pea Cocktail Samosa, 7.5 pieces (3g) Light Hyderabadi",38.5,4.7,0.0,0.0,1.2,0.0,20.7,0.07,2.7,0.05,0.16,12.29,11.0,0.72,319.8,13.3,0.4,321,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Slow-cooked Dry Grilled",10.0,0.3,0.0,0.8,0.6,0.0,7.6,0.17,0.4,0.0,0.27,16.72,6.0,1.03,153.9,31.3,0.73,281,Snack,Global,Snack
"M&s Modern Kebab and Samosa Selection, 3 pieces Buttery",58.2,3.6,0.0,2.9,4.4,0.0,0.0,0.19,7.8,0.06,0.21,5.73,27.0,0.8,116.6,7.9,0.8,155,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Masaledar Tandoori Home-cooked",27.3,3.4,0.0,1.8,1.2,0.0,57.2,0.22,4.1,0.02,0.15,16.83,3.6,0.19,66.6,11.1,0.43,294,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Hyderabadi Masaledar",74.9,7.8,0.0,4.0,1.6,0.0,67.9,0.34,5.4,0.03,0.7,16.73,2.3,0.5,86.1,2.2,0.71,113,Snack,Pakistani,Snack
"Aldi Bilash 8 Mini Vegetable Samosas, 3 Samosa (23g) Hyderabadi Light",74.2,7.7,0.0,3.0,1.3,0.0,45.1,0.26,5.1,0.1,0.27,9.61,3.2,1.25,8.0,17.2,0.54,231,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 0.5 Samosa (35 Grams) - Grilled Home-cooked",18.2,2.5,0.0,0.5,1.7,0.0,7.7,0.36,8.5,0.23,0.07,0.11,9.2,0.02,82.1,3.7,0.52,132,Snack,Global,Snack
"Samosa Vegetable Samosa, 1 samosa Crispy Home-cooked",57.1,4.4,0.0,6.9,0.9,0.0,0.1,0.17,6.8,0.02,0.57,18.57,35.0,1.26,112.9,17.1,0.6,154,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 125 g Crispy",295.0,11.7,0.0,28.6,11.8,0.0,0.0,0.17,3.8,0.03,0.22,0.29,33.8,1.31,31.9,34.1,0.3,308,Snack,Pakistani,Snack
"Homemade (Anjum Anand Food Made Easy Recipe) <Potassium> Samosa Potato and Pea With Filo Pastry, 1.5 Samosa Herbed Slow-cooked",60.1,11.9,0.0,0.0,2.9,0.0,2.7,0.18,0.8,0.12,0.49,1.92,48.2,1.46,325.9,5.7,0.36,190,Snack,Pakistani,Snack
"Asda Snacks Vegetable Samosa, 1 Samosa Masaledar",61.4,6.8,0.0,1.2,1.0,0.0,41.7,0.3,8.3,0.03,0.05,10.82,13.7,0.8,204.8,15.4,0.17,69,Snack,Global,Snack
"Asda Snacks Vegetable Samosa, 1 Samosa Masaledar Smoky",70.1,7.8,0.0,1.2,0.8,0.0,8.4,0.7,0.7,0.13,1.19,10.38,21.5,0.55,283.3,18.9,0.17,451,Snack,Global,Snack
"Iceland Platter Vegetable Pakora, 2 vegetable pakora - Crispy - Punjabi",28.0,2.7,0.0,1.7,0.6,0.0,25.2,0.23,18.9,0.1,0.68,8.08,18.9,1.77,214.3,25.7,0.37,408,Snack,Pakistani,Snack
Dried Dates Pudding Recipe - Spicy,67.5,7.4,0.0,4.3,2.5,0.0,4.6,0.18,0.7,0.21,0.03,4.27,6.4,0.31,135.6,17.1,0.1,275,Snack,Global,Snack
"Homemade Kala Chana, 1 1/4 cup Light",88.0,14.6,0.0,1.0,4.5,0.0,0.0,0.17,2.2,0.24,0.22,14.88,50.4,0.46,96.7,23.3,0.47,202,Snack,Pakistani,Snack
Seviyan (sweet vermicelli) Home-cooked Smoky Buttery Hyderabadi Hyderabadi,125.5,30.8,0.0,12.5,4.6,0.0,11.4,0.12,3.0,0.03,0.01,3.19,8.0,0.96,133.9,22.2,0.19,486,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Tandoori Tandoori Slow-cooked",178.0,10.3,0.0,9.3,11.5,0.0,62.6,0.42,3.0,0.15,0.21,4.74,35.6,1.77,139.0,10.9,0.42,380,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 100 g Low-fat Grilled",79.5,9.1,0.0,4.0,1.0,0.0,0.0,0.08,3.6,0.11,0.23,9.92,9.7,0.68,141.0,4.3,0.33,455,Snack,Pakistani,Snack
